fullClauseName,text,cause_of_action_1,cause_of_action_2,cause_of_action_3,cause_of_action_4,cause_of_action_5,cause_of_action_6,cause_of_action_7,cause_of_action_8,cause_of_action_9,cause_of_action_10
芜湖市轨道交通管理办法第三十六条,禁止乘客携带有毒、有害、易燃、易爆、放射性、腐蚀性以及其他可能危及人身和财产安全的危险物品进站乘车。禁止、限制携带的物品目录由市公安机关会同市交通运输、应急管理等部门共同制定。轨道交通运营单位应当按照规定在车站醒目位置公示禁止、限制携带物品目录。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第三十七条,市公安机关应当会同市交通运输等部门制定轨道交通安全检查设施设备和监控设施设置标准、人员配备标准以及操作规范。公安机关应当对轨道交通安全检查工作进行指导、监督，并依法处理安全检查中发现的违法行为。轨道交通运营单位应当按照有关标准和操作规范，设置安全检查设施，并依法对乘客及其携带的物品进行安全检查。乘客拒绝接受安全检查或者在安全检查中被发现携带禁止、限制携带物品的，轨道交通运营单位应当拒绝其进站乘车或者责令其出站。乘客强行进站或者拒不出站的，轨道交通运营单位可以采取必要措施予以制止；构成违反治安管理规定行为的，由公安机关依法处理。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第三十八条,在轨道交通设施范围内禁止下列影响运营秩序、公共场所容貌和环境卫生的行为：（一）在车站或者列车内涂写、刻画或者私自张贴、悬挂物品；（二）携带动物（导盲犬、军警犬除外）进站乘车，携带有严重异味、刺激性气味的物品进站乘车；（三）推销产品或者从事营销活动，乞讨、卖艺以及歌舞表演，大声喧哗、吵闹，使用电子设备时外放声音；（四）骑行平衡车、电动车（不包括残疾人助力车）、自行车，使用滑板、溜冰鞋；（五）在列车内进食（婴儿、病人除外）；（六）吸烟，随地吐痰、便溺，乱扔果皮、纸屑等废弃物，躺卧或者踩踏座席；（七）在运行的自动扶梯、自动人行道上逆行或者在其出口处滞留；（八）寻衅滋事、猥亵他人、故意裸露身体以及其他违背公序良俗的行为；（九）其他影响轨道交通运营秩序、公共场所容貌和环境卫生的行为。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第三十九条,学龄前儿童以及精神障碍患者、智力障碍者应当在监护人或者其他完全民事行为能力人陪护下进站乘车。行动不便人员在无人陪护情况下进站乘车的，可以联系车站工作人员获得帮助。视力残障者携带导盲犬进站乘车，应当出示视力残障证件和导盲犬证，导盲犬应当佩戴导盲鞍和防止伤人的护具。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第四十条,在轨道交通车站、列车车厢等设施内拍摄影视作品、广告、宣传片等，应当征得轨道交通运营单位同意，不得影响轨道交通运营秩序，并遵守相关法律、法规的规定。利用轨道交通设施设置广告、商业网点的，应当合法规范、文明美观，不得影响轨道交通运营安全。设置广告、商业网点使用的材质应当采用阻燃材料，并符合消防管理规定。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第四十一条,市交通运输主管部门和轨道交通运营单位应当建立轨道交通运营信息统计分析制度。轨道交通运营单位应当做好轨道交通客运量、客运周转量、运营里程、运营班次、客运服务指标、运营收入与成本等运营数据的统计分析。市交通运输主管部门和轨道交通运营单位应当按照有关规定及时报送相关信息。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第四十二条,市交通运输主管部门和轨道交通运营单位应当建立投诉受理制度，接受乘客对违反法律法规以及本办法运营规定行为和服务质量的投诉。轨道交通运营单位应当自受理乘客投诉之日起七个工作日以内作出答复。对答复有异议或者轨道交通运营单位未在规定期限内答复的，乘客可以向市交通运输主管部门投诉。市交通运输主管部门应当自受理投诉之日起十五个工作日以内作出答复。轨道交通运营单位应当将乘客投诉以及处理情况定期向市交通运输主管部门报告。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第四十三条,轨道交通运营单位应当建立乘客遗失物招领制度，及时发布乘客遗失物招领信息。无人认领的，及时依法处理；遗失物为难以保存的易腐、易变质等物品的，按照有关规定即时处理。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第四十四条,轨道交通工程项目应当按照有关规定和本办法的相关规定划定安全保护区。开通初期运营前，轨道交通建设单位应当向运营单位提供安全保护区平面图，并在具备条件的安全保护区内设置提示或者警示标志。任何单位和个人不得擅自移动或者损毁。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第四十五条,轨道交通安全保护区包括以下范围：（一）地下车站与隧道结构外边线外侧五十米以内；（二）地面和高架车站以及线路轨道外边线外侧三十米以内；（三）出入口、通风亭、变电站等建（构）筑物外边线外侧十米以内；（四）过江隧道结构外边线一百米以内。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第四十六条,轨道交通建设单位、运营单位根据本办法第四十五条规定以及实际情况编制安全保护区设置方案，经征求市自然资源和规划、住房和城乡建设、交通运输等部门意见后，报市人民政府批准后公布。因地质条件、规划调整或者其他特殊情况，需要调整安全保护区范围的，由轨道交通建设单位、运营单位提出调整方案，按照前款规定的程序报批。安全保护区与铁路等重要设施安全保护区重叠的，按照有关法律、法规的规定执行。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第四十七条,市自然资源和规划、住房和城乡建设等部门在审批安全保护区内的建设工程项目时，应当告知作业单位安全保护区的有关规定和要求。作业单位在安全保护区内进行下列作业活动的，应当按照有关规定制定安全防护方案，经征得轨道交通运营单位同意后，依法办理相关手续并对作业影响区域进行动态监测：（一）新建、改建、扩建或者拆除建（构）筑物；（二）挖掘、爆破、地基加固、打井、基坑施工、桩基础施工、钻探、灌浆、喷锚、地下顶进作业；（三）敷设或者搭架管线、吊装等作业；（四）取土、采石、采砂、疏浚河道；（五）大面积增加或者减少建（构）筑物载荷的活动；（六）电焊、气焊和使用明火等具有火灾危险作业；（七）其他可能影响轨道交通设施安全的作业活动。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第四十八条,作业单位在安全保护区内作业前，应当与轨道交通运营单位签订安全保护协议，落实安全防护方案中各作业项目的责任单位、责任人和相关费用。作业过程中发生危及或者可能危及轨道交通运营安全的情形，作业单位应当立即停止作业，采取安全补救措施，并报告市住房和城乡建设、交通运输、自然资源和规划、城市管理等相关主管部门和轨道交通运营单位。作业结束后，作业单位应当及时通知轨道交通运营单位，共同确定停止各项安全防护和监测措施。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第四十九条,在轨道交通高架线路桥下水平投影区域内禁止非法占用土地，禁止擅自摆设摊点、堆放物品、停放机动车辆、机械设备等。因公共利益需要合理使用高架线路桥下空间的，不得危害轨道交通运营安全，并预留高架线路桥梁设施日常检查、检测和养护维修条件。地面、高架线路沿线建（构）筑物或者植物不得妨碍行车瞭望，不得侵入轨道交通线路的限界。沿线建（构）筑物、植物可能妨碍行车瞭望或者侵入线路限界的，责任单位应当及时采取措施消除影响。责任单位未及时消除影响，危及轨道交通运营安全、情况紧急的，轨道交通运营单位可以先行处置，并及时报告相关主管部门依法处理。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第五十条,轨道交通运营单位负责安全保护区的日常巡查工作，并有权进入作业活动现场进行巡查，发现危及或者可能危及轨道交通运营安全的情形，轨道交通运营单位应当及时制止，并要求作业单位或者个人采取措施排除妨害；逾期未改正的，应当及时报告相关主管部门。相关主管部门接到轨道交通运营单位报告后，应当及时处理。在安全保护区内敷设管廊（线）的，管廊（线）所有权人、使用权人应当加强对管廊（线）的巡查、维护和管理，确保管廊（线）安全。轨道交通沿线各县（市、区）人民政府、开发区管理委员会应当组织相关主管部门，在本区域内定期开展安全保护区巡查工作。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第五十一条,安全保护区范围以外的工程项目可能影响轨道交通安全的，相关主管部门应当告知作业单位采取必要的安全防护措施，并在施工前告知轨道交通运营单位。作业单位在安全保护区范围以外使用塔式起重机、吊机等吊装机械进行起重作业的，应当确保其作业范围或者器械倾覆范围不得影响轨道交通运营安全。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第五十二条,市住房和城乡建设主管部门应当加强对轨道交通施工安全的监督、检查与指导。市交通运输主管部门应当加强对轨道交通运营安全的监督、检查与指导，并定期委托第三方机构组织专家开展运营期间安全评估工作，发现安全隐患的，督促轨道交通运营单位及时采取措施消除安全隐患。市交通运输主管部门应当建立运营重大隐患治理督办制度，督促轨道交通运营单位采取安全防护措施，尽快消除重大隐患；对非轨道交通运营单位原因不能及时消除的，应当报告市人民政府依法处理。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第五十三条,轨道交通运营单位依法承担轨道交通运营安全生产主体责任，按照安全生产有关规定，建立健全安全管理制度，设置安全生产管理机构，配备专职安全管理人员，保证安全运营所必需的资金投入，维护轨道交通运营安全。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第五十四条,轨道交通运营单位应当定期对从业人员进行安全教育和业务技能培训，保证从业人员具备必要的安全运营知识，熟悉有关安全运营规章制度和安全操作规程，掌握相应的安全操作技能，考核合格后方可上岗。国家对从业资格有规定的，轨道交通从业人员应当取得相应资格。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第五十五条,轨道交通运营单位应当按照有关规定设置消防、防汛、防爆、反恐、报警、救援、疏散照明、逃生、视频监控等安全防护设施设备，定期检查、维护，按期更新，确保其完好有效运行。轨道交通运营单位应当建立健全轨道交通运营设施设备定期检查、检测评估、养护维修、更新改造制度和技术管理体系，并对设施设备进行定期检查、检测评估，及时养护维修和更新改造，并保存记录。轨道交通运营单位应当建立网络安全管理制度，严格落实网络安全有关规定和等级保护要求，加强列车运行控制等关键系统信息安全保护，提升网络安全水平。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第五十六条,轨道交通运营单位应当完善安全风险分级管控和隐患排查治理双重预防机制，建立风险数据库和隐患排查手册，采取措施及时消除可能影响安全运营的风险隐患，并向市交通运输主管部门报告。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第五十七条,禁止下列危害轨道交通运营设施设备安全的行为：（一）干扰轨道交通专用无线电通信频率；（二）损坏列车、机电、电缆、自动售检票等设备，干扰通信信号、视频监控设备等系统；（三）损坏隧道、轨道、路基、高架、车站、通风亭、冷却塔、变电站、管线、护栏护网等设施；（四）擅自在高架桥梁以及附属结构上钻孔打眼，搭设电线或者其他承力绳索，设置附着物；（五）损坏、移动、遮盖安全标志、监测设施以及安全防护设备。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第五十八条,禁止下列危害或者可能危害轨道交通运营安全的行为：（一）拦截列车；（二）强行上下车；（三）擅自进入隧道、轨道或者其他禁入区域；（四）攀爬或者跨越围栏、护栏、护网、站台门等设施；（五）擅自操作有警示标志的按钮和开关装置，在非紧急状态下动用紧急或者安全装置；（六）在车站出入口五米范围内停放车辆、乱设摊点等，妨碍乘客通行和救援疏散；（七）在通风口、车站出入口五十米范围内存放有毒、有害、易燃、易爆、放射性和腐蚀性等物品；（八）在出入口、通风亭、变电站、冷却塔周边躺卧、留宿、堆放和晾晒物品；（九）在地面或者高架线路两侧各一百米范围内升放风筝、气球等低空飘浮物体和无人机等低空飞行器。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第五十九条,市突发事件应急指挥机构负责统筹轨道交通突发事件应对工作。市住房和城乡建设、交通运输主管部门应当会同市应急管理等部门以及相关单位，按照有关法律、法规以及本市突发事件总体应急预案的规定，制定轨道交通建设、运营突发事件应急预案，报市人民政府批准后实施。轨道交通建设单位、运营单位应当按照规定制定突发事件具体应急预案，分别报市住房和城乡建设、交通运输主管部门备案，并依法向社会公布。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第六十条,轨道交通运营单位应当储备必要的应急物资，配备专业应急救援设备，建立应急救援队伍，配齐应急人员，完善应急值守和报告制度，定期组织开展应急培训，提高应急救援能力。市交通运输主管部门应当会同市应急管理、公安机关等部门和轨道交通运营单位定期组织开展联动应急演练。轨道交通运营单位应当定期组织运营突发事件应急演练。市交通运输主管部门应当根据轨道交通运营突发事件应急预案，建立轨道交通与地面交通应急保障联动机制，提高协同处置能力。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第六十一条,轨道交通建设、运营中发生突发事件时，轨道交通建设单位、运营单位应当立即启动应急预案。市人民政府相关主管部门、突发事件发生区域县（市、区）人民政府、开发区管理委员会以及供电、供水、供气、排水、通信、公交等单位，应当按照各自职责进行应急保障和抢险救援，尽快恢复轨道交通建设、运营。涉及恐怖袭击、治安突发事件的，公安机关应当及时启动相应应急预案，依法予以处置。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第六十二条,因节假日、大型活动等原因造成客流量上升的，轨道交通运营单位应当及时增加运力。发生客流量激增等危及运营安全的情况时，轨道交通运营单位可以采取限流、封站、越站等临时措施。因发生自然灾害、社会安全事件等运营突发事件以及发生故障、发现严重安全隐患等其他原因危及运营安全时，轨道交通运营单位可以暂停部分区段或者全线网的运营，根据需要及时启动相应应急预案，做好客流疏导和现场秩序维护。轨道交通运营单位采取限流、封站、越站、暂停运营等措施应当及时告知社会公众，其中采取封站、暂停运营措施应当向市交通运输主管部门报告。造成客流大量积压的，市交通运输主管部门应当及时协调增加其他客运运力疏导客流。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第六十三条,轨道交通运营中发生人身伤亡事故的，应当优先组织抢救，并及时排除障碍，恢复正常运营。轨道交通运营单位应当妥善保护现场、维持秩序，并及时报告相关主管部门。相关主管部门接到报告后应当及时对现场进行勘查、检验，依法进行事故处理。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第六十四条,市交通运输、公安机关、应急管理等部门和轨道交通运营单位应当通过电视、广播、报纸、互联网等多种途径，加强轨道交通安全文明出行、安全乘车理念和突发事件应对知识的宣传和教育，培养安全防范意识，引导理性应对突发事件。鼓励、支持志愿服务组织、志愿者参与轨道交通安全宣传和文明引导等活动。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第六十五条,违反本办法第二十六条规定，轨道交通工程项目（含甩项工程）未经安全评估投入运营的，由市交通运输主管部门责令限期整改，并对轨道交通运营单位处以二万元以上三万元以下的罚款，同时对其主要负责人处以一万元以下的罚款；有严重安全隐患的，市交通运输主管部门应当责令暂停运营。,无对应案由,,,,,,,,,
