fullClauseName,text,cause_of_action_1
安徽省河道采砂管理办法第二十五条,县级以上地方人民政府水行政主管部门和省水工程管理单位履行河道采砂监督检查职责时，有权采取下列措施：（一）要求采砂单位或者个人提供有关文件、证照、资料；（二）要求采砂单位或者个人就执行本办法的有关情况作出说明；（三）进入采砂单位或者个人的生产场所进行调查；（四）责令采砂单位或者个人停止违反本办法规定的行为。,无对应案由
安徽省河道采砂管理办法第二十六条,县级以上地方人民政府水行政主管部门和省水工程管理单位应当定期对河道采砂可采区的河床变化情况进行监测。经监测发现河床发生重大变化，对河道防洪、通航及涉河工程构成安全隐患的，县级以上地方人民政府水行政主管部门和省水工程管理单位及航道、海事管理机构应当依据各自职责，采取相应措施，及时排除隐患。可采期内，因出现影响河势稳定和防洪安全的自然灾害或者其他重大事件，需要暂停采砂活动的，县级以上地方人民政府水行政主管部门和省水工程管理单位可以决定暂停采砂活动，并予以公告。上述情形消除后，应当及时公告，并顺延采砂许可证的有效期。,无对应案由
安徽省河道采砂管理办法第二十七条,在河道滩地设置堆砂场，应当报经有管辖权的市、县人民政府水行政主管部门或者省水工程管理单位批准，并依法缴纳河道滩地占用补偿费用。,无对应案由
安徽省河道采砂管理办法第二十八条,县级以上地方人民政府水行政主管部门和省水工程管理单位应当建立河道采砂违法行为的举报制度，公布举报电话。任何单位和个人对违法的河道采砂行为，有权向县级以上地方人民政府水行政主管部门和省水工程管理单位以及其他有关部门举报。接到举报的部门应当依法处理。,无对应案由
安徽省河道采砂管理办法第二十九条,违反本办法规定，未办理河道采砂许可证，擅自在河道管理范围内采砂的，由市、县人民政府水行政主管部门或者省水工程管理单位责令停止违法行为，没收违法所得，并处以5000元以上2万元以下的罚款；情节严重的，处以2万元以上5万元以下的罚款。,无对应案由
安徽省河道采砂管理办法第三十条,违反本办法规定，有下列行为之一的，由市、县人民政府水行政主管部门或者省水工程管理单位责令停止违法行为，并按照下列规定处罚：（一）伪造、涂改、买卖、出租、出借或者以其他方式转让河道采砂许可证的，处以1万元以上3万元以下的罚款，收缴伪造、涂改、买卖、出租、出借或者以其他方式转让的河道采砂许可证；（二）未按照河道采砂许可证规定的要求采砂的，处以2000元以上1万元以下的罚款；情节严重的，处以1万元以上3万元以下的罚款；（三）未随采随运，未及时清除砂石和弃料堆体，或者采砂活动结束后，未及时对采砂现场进行清理、平整的，责令限期清除、清理、平整或者采取其他补救措施；逾期未清除、清理、平整，经催告仍不清除、清理、平整的，可以代为清除、清理、平整，所需费用由责任者承担，并处以5000元以上2万元以下的罚款；（四）装运违法开采的砂石的，处以5000元以上2万元以下的罚款。,无对应案由
安徽省河道采砂管理办法第三十一条,违反本办法规定，采砂船舶、机具违法滞留在禁采区的，由市、县人民政府水行政主管部门或者省水工程管理单位责令改正，处以5000元以上2万元以下的罚款。违反本办法规定，采砂船舶、机具在禁采期内或者未取得河道采砂许可证的采砂船舶、机具在可采期内未拆除采砂设备，或者未在指定地点停放的，由市、县人民政府水行政主管部门或者省水工程管理单位责令改正，处以5000元以上2万元以下的罚款。,无对应案由
安徽省河道采砂管理办法第三十二条,违反本办法规定，未经批准擅自在河道滩地设置堆砂场的，由市、县人民政府水行政主管部门或者省水工程管理单位责令停止违法行为，限期清除；逾期未清除，经催告仍不清除的，可以代为清除，所需费用由责任者承担，并处以1万元以上5万元以下的罚款；有违法所得的，没收违法所得。,无对应案由
安徽省河道采砂管理办法第三十三条,违反本办法规定，未依法缴纳河道采砂管理费的，由颁发河道采砂许可证的水行政主管部门或者省水工程管理单位责令限期缴纳；拒不缴纳的，处以应缴纳河道采砂管理费2倍以上5倍以下的罚款，罚款不超过3万元。,无对应案由
安徽省河道采砂管理办法第三十四条,从事违法采砂或者运砂活动的单位和个人拒不接受处理或者逃离现场，将违法采砂船舶、机具或者违法运砂工具置于河道的，县级以上人民政府水行政主管部门可以决定立即实行代履行，将违法采砂船舶、机具或者违法运砂工具拖离现场，依法作出处理；当事人不在场的，水行政主管部门应当在事后立即通知当事人。,无对应案由
安徽省河道采砂管理办法第三十五条,组织、策划违法采砂活动以及扰乱、阻碍有关行政主管部门依法执行职务，违反治安管理的，由公安机关依法处罚；构成犯罪的，依法追究刑事责任。,无对应案由
安徽省河道采砂管理办法第三十六条,县级以上地方人民政府水行政主管部门、省水工程管理单位以及其他有关部门有下列行为之一的，对负有责任的主管人员和其他直接责任人员依法给予行政处分；构成犯罪的，依法追究刑事责任：（一）未执行已经批准的河道采砂规划、擅自修改河道采砂规划或者违反河道采砂规划组织采砂的；（二）未按照规定审批发放河道采砂许可证的；（三）未依法履行监督检查职责，造成河道采砂秩序混乱或者造成重大责任事故的；（四）在河道采砂管理中未按照规定的项目、范围和标准收费的；（五）贪污、截留、挪用河道采砂管理费的；（六）在河道采砂管理中有其他徇私舞弊、玩忽职守行为的。,无对应案由
安徽省河道采砂管理办法第三十七条,本办法所称“以上”包含本数，“以下”不包含本数。,无对应案由
安徽省河道采砂管理办法第三十八条,本办法自2009年8月1日起施行。,无对应案由
