fullClauseName,text,cause_of_action_1,cause_of_action_2,cause_of_action_3,cause_of_action_4,cause_of_action_5,cause_of_action_6,cause_of_action_7,cause_of_action_8,cause_of_action_9,cause_of_action_10
安徽省土地征收及补偿安置办法第二十三条,对个别未签订征地补偿安置协议的，市、县（市、区）人民政府应当根据土地现状调查结果、征地补偿安置方案和补偿登记结果等，自收到征地批准文件之日起15个工作日内作出征地补偿安置决定，并送达土地使用权人。征地补偿安置决定应当载明土地征收批准情况、土地使用权人的基本情况、争议的主要事实和理由、作出决定的依据、补偿标准、支付方式、安置措施、腾退土地和房屋及其他地上附着物的期限，以及申请行政复议、提起行政诉讼的渠道和期限等内容。被征收土地使用权人在法定期限内未对征地补偿安置决定提起行政复议或者行政诉讼，又在征地补偿安置决定规定的期限内拒不腾退土地、房屋及其他地上附着物的，市、县（市、区）人民政府应当催告被征收土地使用权人履行义务；催告书送达10日后仍未履行义务的，由市、县（市、区）人民政府申请人民法院强制执行。,无对应案由,,,,,,,,,
安徽省土地征收及补偿安置办法第二十四条,征地补偿安置到位后，被征收土地所有权人、使用权人应当及时腾退土地、房屋及其他地上附着物。对已签订征地补偿安置协议，但拒不按协议约定腾退的，由市、县（市、区）人民政府作出责令交出土地的决定。被征收土地所有权人、使用权人在法定期限内未对责令交出土地的决定提起行政复议或者行政诉讼，又在决定规定的期限内拒不腾退的，市、县（市、区）人民政府应当催告被征收土地所有权人、使用权人履行义务；催告书送达10日后仍未履行义务的，由市、县（市、区）人民政府申请人民法院强制执行。,无对应案由,,,,,,,,,
安徽省土地征收及补偿安置办法第二十五条,被征地农民社会保障费用转入当地被征地农民社会保障资金专户后，市、县（市、区）人民政府应当将被征地农民纳入相应的养老等社会保障体系。,无对应案由,,,,,,,,,
安徽省土地征收及补偿安置办法第二十七条,征收集体农用地、建设用地、未利用地及宅基地的补偿安置按照《安徽省实施〈中华人民共和国土地管理法〉办法》的规定执行。,无对应案由,,,,,,,,,
安徽省土地征收及补偿安置办法第二十八条,征收集体建设用地的土地补偿费和安置补助费采用宗地地价评估的方式进行补偿安置，但不得低于集体农用地区片综合地价标准。宗地地价评估应当综合考虑土地原用途、土地资源条件、土地产值、土地区位、土地供求关系、人口以及经济社会发展水平等因素。宗地地价评估可以由市、县（市、区）人民政府委托评估机构实施。评估机构应当通过公开竞争的方式产生。,无对应案由,,,,,,,,,
安徽省土地征收及补偿安置办法第二十九条,被征收土地地上附着物、青苗等的补偿标准按照《安徽省实施〈中华人民共和国土地管理法〉办法》的规定执行。设区的市人民政府制定补偿标准，应当综合考虑地上附着物的结构、成新、区位，树木的品种、胸径大小，青苗的产值等因素。,无对应案由,,,,,,,,,
安徽省土地征收及补偿安置办法第三十条,征收宅基地涉及农村村民住宅的，按照《安徽省实施〈中华人民共和国土地管理法〉办法》的规定进行补偿安置。征收通过继承等方式取得的农村村民住宅，应当依法予以补偿。设区的市人民政府规定农村村民住宅具体补偿安置办法，应当综合考虑农村村民住宅的结构、成新、区位等因素并兼顾当地经济发展水平。,无对应案由,,,,,,,,,
安徽省土地征收及补偿安置办法第三十八条,禁止贪污、侵占、挪用、私分、截留、拖欠征地补偿安置费用和其他有关费用。乡镇人民政府（街道办事处）或者乡镇一级农村集体经济组织、村（居）民委员会或者村一级农村集体经济组织不得侵占、挪用、私分、截留、拖欠村（居）民小组一级农村集体经济组织的土地补偿费、安置补助费。被征地农户或者其他权利人认为分配土地补偿费、安置补助费侵犯其合法权益的，可以向市、县（市、区）人民政府相关部门或者乡镇人民政府（街道办事处）反映，也可以向人民法院提起诉讼。,无对应案由,合同、准合同纠纷 > 合同纠纷 > 民事主体间房屋拆迁补偿合同纠纷,物权纠纷 > 物权保护纠纷 > 财产损害赔偿纠纷,婚姻家庭、继承纠纷 > 继承纠纷 > 被继承人债务清偿纠纷,侵权责任纠纷 > 侵权责任纠纷 > 财产损害赔偿纠纷,物权纠纷 > 所有权纠纷 > 侵害集体经济组织成员权益纠纷,物权纠纷 > 所有权纠纷 > 相邻关系纠纷 > 相邻损害防免关系纠纷,物权纠纷 > 物权保护纠纷 > 返还原物纠纷,物权纠纷 > 物权保护纠纷 > 排除妨害纠纷,物权纠纷 > 物权保护纠纷 > 消除危险纠纷
安徽省土地征收及补偿安置办法第三十九条,因征收土地造成水利、交通运输、电力、通讯基础设施等其他地上附着物损坏的，市、县（市、区）人民政府应当按照等效替代的原则进行迁移、改建或者支付迁移费、改建费、补偿费等。,无对应案由,,,,,,,,,
安徽省土地征收及补偿安置办法第四十条,市、县（市、区）人民政府及其相关部门、乡镇人民政府（街道办事处）、土地征收实施机构违反本办法规定，未依法履行土地征收程序、落实征地补偿安置的，对直接负责的主管人员和其他直接责任人员依法给予处分。,无对应案由,,,,,,,,,
安徽省土地征收及补偿安置办法第四十一条,未经拟征收土地的所有权人、使用权人同意，代替其在土地现状调查结果、征地补偿安置协议上签名，或者在土地现状调查结果、征地补偿安置协议上伪造签名的，对市、县（市、区）人民政府及其相关部门、乡镇人民政府（街道办事处）、土地征收实施机构直接负责的主管人员和其他直接责任人员依法给予处分；造成损失的，依法承担赔偿责任。,无对应案由,,,,,,,,,
安徽省土地征收及补偿安置办法第四十二条,贪污、侵占、挪用、私分、截留、拖欠征地补偿安置费用和其他有关费用的，责令改正，追回有关款项，限期退还违法所得，对有关责任单位通报批评、给予警告；造成损失的，依法承担赔偿责任；对直接负责的主管人员和其他直接责任人员，依法给予处分。,无对应案由,,,,,,,,,
安徽省土地征收及补偿安置办法第四十三条,对违反本办法规定的行为，法律、法规已有处罚规定的，依照其规定执行。,无对应案由,,,,,,,,,
安徽省土地征收及补偿安置办法第四十四条,征收土地预公告、征地补偿安置方案、征收补偿安置方案公告、征地补偿安置协议等示范文本，由省人民政府自然资源主管部门拟定。,无对应案由,,,,,,,,,
安徽省土地征收及补偿安置办法第四十五条,本办法自2024年5月1日起施行。,无对应案由,,,,,,,,,
安徽省土地征收及补偿安置办法第三条,土地征收及补偿安置应当遵循合法、合理、公平、公开的原则，保障被征地农民的知情权、参与权、监督权，保障被征地农民及时足额获得补偿、得到妥善安置。,物权纠纷 > 所有权纠纷 > 建筑物区分所有权纠纷 > 业主共有权纠纷,物权纠纷 > 用益物权纠纷 > 土地承包经营权纠纷 > 承包地征收补偿费用分配纠纷,合同、准合同纠纷 > 合同纠纷 > 民事主体间房屋拆迁补偿合同纠纷,,,,,,,
安徽省土地征收及补偿安置办法第三十四条,归农村集体经济组织所有的土地补偿费、安置补助费以及留给农村集体经济组织的土地补偿费，由农村集体经济组织成员会议，或者村民会议、村民代表会议，或者村民小组会议研究制定具体分配方案，并按照法律规定讨论决定。会议记录应当长期保存。农村集体经济组织对征地补偿费用应当专账核算、专款专用，定期公布收支状况，接受农村集体经济组织成员监督，并依法接受农业农村、民政等有关部门的监督。,物权纠纷 > 用益物权纠纷 > 土地承包经营权纠纷 > 承包地征收补偿费用分配纠纷,物权纠纷 > 所有权纠纷 > 侵害集体经济组织成员权益纠纷,物权纠纷 > 所有权纠纷 > 共有纠纷 > 共有物分割纠纷,合同、准合同纠纷 > 合同纠纷 > 农业承包合同纠纷,,,,,,
安徽省土地征收及补偿安置办法第十五条,市、县（市、区）人民政府应当与拟征收土地所有权人、使用权人签订征地补偿安置协议，也可以委托乡镇人民政府（街道办事处）或者土地征收实施机构签订征地补偿安置协议。与拟征收土地的所有权人签订征地补偿安置协议的比例应当达到百分之百；与拟征收土地的使用权人签订协议的比例不得低于百分之九十。签订协议比例未达到要求的，不得申请征收土地。对个别确实难以达成征地补偿安置协议的，市、县（市、区）人民政府应当在申请征收土地时如实说明。拟征收土地的使用权人不能到场签订协议的，可以书面或者口头形式委托他人代为签订。以书面委托方式签订的，应当查验委托手续；以口头方式委托的，应当留存相关证据。,合同、准合同纠纷 > 合同纠纷 > 民事主体间房屋拆迁补偿合同纠纷,,,,,,,,,
安徽省土地征收及补偿安置办法第二十二条,对签订征地补偿安置协议的，市、县（市、区）人民政府应当自征收土地公告发布之日起90日内，将土地补偿费、安置补助费支付给被征地农村集体经济组织和被征地农户，将农村村民住宅以及其他地上附着物和青苗等的补偿费用支付给其所有权人，将搬迁、临时安置费用支付给搬迁人、被安置人。分配给被征地农户的费用，应当通过社会保障“一卡通”或者被征地农户指定银行账户直接发放给被征地农户。市、县（市、区）人民政府应当按照规定将被征地农民社会保障费用转入当地被征地农民社会保障资金专户。,合同、准合同纠纷 > 合同纠纷 > 民事主体间房屋拆迁补偿合同纠纷,物权纠纷 > 物权保护纠纷 > 财产损害赔偿纠纷,婚姻家庭、继承纠纷 > 继承纠纷 > 被继承人债务清偿纠纷,,,,,,,
安徽省土地征收及补偿安置办法第三十二条,征收宅基地涉及农村村民住宅，采取提供安置房安置的，应当先安置后搬迁；无法做到先安置后搬迁的，市、县（市、区）人民政府应当自被征地农户腾退房屋之日起3年内将安置房屋分配到农户。安置前被征地农民自行安排临时住处的，市、县（市、区）人民政府应当支付临时安置补助费；提供临时周转用房的，不支付临时安置补助费。临时周转用房面积人均不得低于当地人均住房面积标准，符合国家质量安全标准和有关建筑设施配套要求。因政府责任超过3年未安置的，对自行安排临时住处的被征地农民应当自逾期之日起按照不低于2倍的标准支付临时安置补助费。提供临时周转用房的，还应当另行支付临时安置补助费。,物权纠纷 > 物权保护纠纷 > 财产损害赔偿纠纷,物权纠纷 > 用益物权纠纷 > 宅基地使用权纠纷,合同、准合同纠纷 > 合同纠纷 > 服务合同纠纷 > 房地产咨询合同纠纷,合同、准合同纠纷 > 合同纠纷 > 服务合同纠纷 > 房地产价格评估合同纠纷,侵权责任纠纷 > 侵权责任纠纷 > 财产损害赔偿纠纷,,,,,
安徽省土地征收及补偿安置办法第二十六条,土地所有权人、使用权人腾退土地、房屋及其他地上附着物后，由市、县（市、区）自然资源主管部门依据征地批准文件等，报本级人民政府同意并公告后，集中办理集体土地所有权、使用权以及土地承包经营权、土地经营权等的变更或者注销登记。,物权纠纷 > 不动产登记纠纷 > 虚假登记损害责任纠纷,物权纠纷 > 物权保护纠纷 > 物权确认纠纷 > 所有权确认纠纷,物权纠纷 > 用益物权纠纷 > 土地承包经营权纠纷 > 土地承包经营权确认纠纷,物权纠纷 > 用益物权纠纷 > 土地经营权纠纷,,,,,,
安徽省土地征收及补偿安置办法第三十一条,征收宅基地涉及农村村民住宅，采取重新安排宅基地建房安置的，应当优先在村民所属农村集体经济组织范围内选址。选址和安置面积应当符合国土空间规划和农村村民住宅建设有关规定。市、县（市、区）人民政府统一组织办理宅基地审批手续并承担相关规费。,物权纠纷 > 用益物权纠纷 > 宅基地使用权纠纷,,,,,,,,,
安徽省土地征收及补偿安置办法第三十三条,土地补偿费、安置补助费主要用于被征地农户。被征收的土地已经确权到户的，土地补偿费的百分之八十以上归被征地农户所有，其余部分留给农村集体经济组织，安置补助费全部归被征地农户所有；被征收的土地未确权到户的，土地补偿费、安置补助费归农村集体经济组织所有。征收属于村（居）民小组一级农民集体所有的土地，但是该土地是以村一级农村集体经济组织或者村（居）民委员会、乡镇一级农村集体经济组织或者乡镇人民政府（街道办事处）名义发包的，土地补偿费、安置补助费归村（居）民小组一级农村集体经济组织所有；没有成立村（居）民小组一级农村集体经济组织的，由村（居）民小组代为所有。,物权纠纷 > 所有权纠纷 > 侵害集体经济组织成员权益纠纷,,,,,,,,,
安徽省土地征收及补偿安置办法第三十五条,征收村（居）民小组一级农村集体经济组织所有的土地，土地补偿费、安置补助费除按照本办法第三十三条、第三十四条规定分配外，村（居）民小组一级农村集体经济组织成员会议或者村（居）民小组会议可以研究制定具体分配方案，并按照法律规定讨论决定。,物权纠纷 > 所有权纠纷 > 侵害集体经济组织成员权益纠纷,,,,,,,,,
安徽省土地征收及补偿安置办法第三十六条,农村集体经济组织成员因务工、经商、服役、就学等原因暂时离开集体经济组织，不影响其享有征地补偿安置的权利。农村集体经济组织妇女成员不因丧偶、离婚而影响其享有征地补偿安置的权利。,物权纠纷 > 所有权纠纷 > 侵害集体经济组织成员权益纠纷,,,,,,,,,
安徽省土地征收及补偿安置办法第三十七条,因结婚、生育、抚养收养和政策性移民等原因加入农村集体经济组织的，应当享有征地补偿安置的权利。,物权纠纷 > 所有权纠纷 > 侵害集体经济组织成员权益纠纷,婚姻家庭、继承纠纷 > 婚姻家庭纠纷 > 抚养纠纷 > 抚养费纠纷,婚姻家庭、继承纠纷 > 婚姻家庭纠纷 > 收养关系纠纷 > 确认收养关系纠纷,婚姻家庭、继承纠纷 > 婚姻家庭纠纷 > 婚姻家庭纠纷 > 同居关系子女抚养纠纷,,,,,,
