fullClauseName,text,cause_of_action_1,cause_of_action_2,cause_of_action_3,cause_of_action_4,cause_of_action_5,cause_of_action_6,cause_of_action_7,cause_of_action_8,cause_of_action_9,cause_of_action_10
芜湖市市区土地储备管理办法第十二条,入库储备的土地权属应当明确，取得方式和程序应当符合规定，应当进行不动产登记的完成登记手续的办理。对列入收储计划的地块，市土储中心根据规划用途情况，开展建设用地土壤污染状况排查，明确土壤污染风险；存在污染、文物遗存、矿产压覆、洪涝隐患、地质灾害风险等情况的土地，在按照有关规定完成核查、评估和治理之前，不得入库储备。,无对应案由,物权纠纷 > 不动产登记纠纷 > 虚假登记损害责任纠纷,物权纠纷 > 物权保护纠纷 > 物权确认纠纷 > 所有权确认纠纷,物权纠纷 > 所有权纠纷 > 侵害集体经济组织成员权益纠纷,侵权责任纠纷 > 侵权责任纠纷 > 环境污染责任纠纷 > 土壤污染责任纠纷,,,,,
芜湖市市区土地储备管理办法第十三条,依法收回的国有土地符合入库储备标准和下列条件的，市土储中心应当办理入库手续，纳入储备库统一管理：（一）市土储中心已经按照规定将其纳入年度储备计划；（二）市自然资源和规划主管部门已经按照规定履行完土地收回手续；（三）依法应当补偿的，已经完成补偿工作；（四）市自然资源和规划主管部门已经完成土地（含地上房屋）权属注销工作，并将土地交付给市土储中心。,无对应案由,,,,,,,,,
芜湖市市区土地储备管理办法第十四条,新增国有建设用地符合入库储备标准和下列条件的，市土储中心应当办理入库手续，纳入储备库统一管理：（一）市土储中心已经按照规定将其纳入年度储备计划；（二）市自然资源和规划主管部门已经按照规定完成土地报批工作，并提供用地批准和完成土地转用手续的证明资料；（三）各区人民政府已经完成土地征收、补偿工作并提供相关证明资料；（四）各区人民政府已经完成地面清表工作，并将土地交付给市土储中心。,无对应案由,物权纠纷 > 物权保护纠纷 > 返还原物纠纷,物权纠纷 > 所有权纠纷 > 侵害集体经济组织成员权益纠纷,合同、准合同纠纷 > 合同纠纷 > 建设用地使用权合同纠纷 > 建设用地使用权出让合同纠纷,物权纠纷 > 用益物权纠纷 > 建设用地使用权纠纷,物权纠纷 > 物权保护纠纷 > 排除妨害纠纷,物权纠纷 > 物权保护纠纷 > 消除危险纠纷,合同、准合同纠纷 > 合同纠纷 > 房地产开发经营合同纠纷 > 委托代建合同纠纷,合同、准合同纠纷 > 合同纠纷 > 房地产开发经营合同纠纷 > 合资、合作开发房地产合同纠纷,合同、准合同纠纷 > 合同纠纷 > 房地产开发经营合同纠纷 > 项目转让合同纠纷
芜湖市市区土地储备管理办法第十六条,本办法第十三条、第十四条、第十五条规定之外的其他土地，符合入库储备标准，且已经纳入年度储备计划的，市土储中心办理入库手续，纳入储备库统一管理。,无对应案由,,,,,,,,,
芜湖市市区土地储备管理办法第十七条,市土储中心办理土地入库手续之前，应当对土地的取得方式和程序的合规性、经济补偿、土地权利（包括用益物权和担保物权）等情况进行审核。,无对应案由,,,,,,,,,
芜湖市市区土地储备管理办法第十八条,收储工业用地和其他疑似污染土地的，土壤污染责任人或者土地使用权人应当按照有关规定进行土壤污染风险管控和修复。库存储备土地应当开展土壤污染风险管控和修复的，市土储中心应当按照有关规定组织实施，并达到土壤污染风险管控标准，所需费用经审计后纳入土地储备成本。,无对应案由,,,,,,,,,
芜湖市市区土地储备管理办法第十九条,市土储中心应当按照土地供应计划要求，对储备土地进行必要的前期开发。前期开发仅限于与储备土地相关的道路、供水、供电、供气、排水、通讯照明、绿化等基础设施建设，以及地块内的杆线迁移、土方清运、场地平整、围挡建设、土壤污染防治、地下隐蔽工程处理等。,无对应案由,,,,,,,,,
芜湖市市区土地储备管理办法第二十条,市土储中心应当对储备土地采取自行管护、委托管护等方式进行管护；建立动态巡查制度，发现侵害储备土地权利的行为，及时制止和处理。,无对应案由,,,,,,,,,
芜湖市市区土地储备管理办法第二十二条,储备土地完成前期开发，具备供应条件后，市自然资源和规划主管部门依法组织供应。用途变更为住宅、公共管理与公共服务用地的，变更前应当按照规定开展土壤污染状况调查，土壤污染状况调查报告结论应当明确该地块土壤环境质量符合规划用地土壤环境质量要求。供应已经核发“储备土地权证”的储备土地之前，市自然资源和规划主管部门应当收回并注销其不动产权证书和不动产登记证明。,无对应案由,,,,,,,,,
芜湖市市区土地储备管理办法第二十三条,土地储备资金收支管理严格执行土地储备资金财务管理的有关规定。土地储备资金通过政府预算安排，实行专款专用。,无对应案由,,,,,,,,,
芜湖市市区土地储备管理办法第二十四条,土地储备资金的来源包括：（一）从土地出让收入中安排用于土地储备的资金；（二）从国有土地收益基金中安排用于土地储备的资金；（三）政府土地储备专项债券筹集的土地储备资金；（四）经批准用于土地储备的其他财政资金。,无对应案由,,,,,,,,,
芜湖市市区土地储备管理办法第二十五条,土地储备资金使用范围包括：（一）储备土地需要支付的补偿费用；（二）储备土地的前期开发和管护费用；（三）偿还土地储备存量贷款本金和利息支出；（四）经市政府批准，用于土地储备的其他支出，包括但不限于土地储备规划研究与编制、市场调查与分析、地籍与权属核查、土地测绘与登记、土地与房屋价格评估及库存储备土地污染防治；（五）经市政府批准的与土地储备有关的其他费用。,无对应案由,,,,,,,,,
芜湖市市区土地储备管理办法第二十六条,土地储备资金按照规定接受市财政、审计主管部门监督检查。市财政、自然资源和规划主管部门对土地储备资金及形成的资产进行监管。,无对应案由,,,,,,,,,
芜湖市市区土地储备管理办法第二十七条,储备土地前期开发管理、储备土地管护、储备土地临时利用的具体办法由市土储中心会同市财政、自然资源和规划主管部门制定。,无对应案由,,,,,,,,,
芜湖市市区土地储备管理办法第二十八条,国家工作人员滞留、截留、挪用、侵占土地储备资金，构成犯罪的，依法追究刑事责任；尚不构成犯罪的，依法给予处分。,无对应案由,,,,,,,,,
芜湖市市区土地储备管理办法第二十九条,国家工作人员在土地储备工作中玩忽职守、滥用职权、徇私舞弊的，依法给予处分；构成犯罪的，依法追究刑事责任。,无对应案由,,,,,,,,,
芜湖市市区土地储备管理办法第三十条,各县（市）土地储备及其管理，可以参照本办法执行。,无对应案由,,,,,,,,,
芜湖市市区土地储备管理办法第三十一条,本办法自2021年8月1日起施行。,无对应案由,,,,,,,,,
芜湖市市区土地储备管理办法第九条,以收购方式实施储备的，按照下列程序办理土地储备手续：（一）申请收购。土地使用权人向市土储中心提出土地收购申请。（二）核查情况。市土储中心对申请收购的土地及地上建（构）筑物权属、面积和土地四至范围、用途等现状进行实地调查，报送市自然资源和规划主管部门审核。（三）确认规划。市土储中心提出申请，市自然资源和规划主管部门明确申请收购土地的城市建设用地分类。（四）评估测算。市土储中心委托有资质的中介机构或者会同相关单位共同委托有资质的中介机构，按照本办法第十条的有关规定开展评估测算，并根据评估测算的土地收购费用与土地使用权人进行协商。（五）方案报批。市土储中心拟订土地收购方案，报市自然资源和规划主管部门审核后，提请市政府审议批准。土地收购方案应当包括：拟收购土地基本情况、规划要求、土地收购成本确定方式、土地收购费用和支付进度要求、土地交付时间和标准要求、土地管护要求等。（六）合同签订。土地收购方案经批准后，市土储中心与土地使用权人签订《国有建设用地使用权收购合同》。（七）费用支付。市土储中心按照《国有建设用地使用权收购合同》约定，向土地使用权人支付土地使用权收购费用。（八）土地交付。土地使用权人按照《国有建设用地使用权收购合同》约定，向市土储中心交付被收购土地。（九）产权登记。市土储中心持《国有建设用地使用权收购合同》、经批准的土地收购方案以及其他相关资料，向市自然资源和规划主管部门申请办理不动产权登记手续。,合同、准合同纠纷 > 合同纠纷 > 建设用地使用权合同纠纷 > 建设用地使用权转让合同纠纷,物权纠纷 > 不动产登记纠纷 > 虚假登记损害责任纠纷,物权纠纷 > 物权保护纠纷 > 返还原物纠纷,物权纠纷 > 物权保护纠纷 > 物权确认纠纷 > 所有权确认纠纷,合同、准合同纠纷 > 合同纠纷 > 合同纠纷 > 确认合同效力纠纷 > 确认合同有效纠纷,合同、准合同纠纷 > 合同纠纷 > 合同纠纷 > 确认合同效力纠纷 > 确认合同无效纠纷,合同、准合同纠纷 > 合同纠纷 > 合同纠纷 > 债务加入纠纷,合同、准合同纠纷 > 合同纠纷 > 定金合同纠纷,非讼程序案件案由 > 实现担保物权案件 > 申请实现担保物权,非讼程序案件案由 > 申请保全案件 > 申请诉前财产保全
芜湖市市区土地储备管理办法第十五条,收购的存量国有建设用地符合入库储备标准和下列条件的，市土储中心应当办理入库手续，纳入储备库统一管理：（一）市土储中心已经按照规定将其纳入年度储备计划；（二）收购双方已经履行《国有建设用地使用权收购合同》约定事项；（三）已经完成权属注销工作。,合同、准合同纠纷 > 合同纠纷 > 建设用地使用权合同纠纷 > 建设用地使用权转让合同纠纷,,,,,,,,,
芜湖市市区土地储备管理办法第二十一条,土地储备期间，经市自然资源和规划主管部门批准，市土储中心可以将储备土地及其地上建（构）筑物通过出租、临时使用等方式加以利用。临时利用收益全额缴纳至市级财政。临时利用期限一般不超过二年，且不能影响土地供应。临时利用期间，需要搭建临时建（构）筑物的，应当征得市土储中心同意，并经市自然资源和规划主管部门批准，但是不得修建永久性建（构）筑物及其他经营性设施。,合同、准合同纠纷 > 合同纠纷 > 租赁合同纠纷 > 土地租赁合同纠纷,合同、准合同纠纷 > 合同纠纷 > 临时用地合同纠纷,,,,,,,,
