fullClauseName,text,cause_of_action_1,cause_of_action_2,cause_of_action_3,cause_of_action_4,cause_of_action_5,cause_of_action_6,cause_of_action_7,cause_of_action_8,cause_of_action_9,cause_of_action_10
芜湖市电动车安全管理办法第十一条,鼓励电动车生产者、销售者采取以旧换新、折价回购等方式回收废旧电动车和蓄电池。鼓励电动车所有人提前报废不符合国家标准的电动车。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第十二条,电动车电池生产者应当按照规定建立与其销售量相匹配的废旧电池回收体系，并向社会公开。属于危险废物的电动车废旧电池，应当按照垃圾分类的规定进行分类收集，不得随意丢弃。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第十三条,电动车依法实行登记管理制度。电动摩托车、电动自行车、残疾人电动轮椅车和省人民政府规定应当登记的其他电动车，应当在规定时间内向公安机关交通管理部门申请登记上牌。符合国家有关标准并已经列入《特种设备目录》的电动车，使用单位应当依法向市场监管部门办理使用登记。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第十四条,公安机关交通管理部门应当将电动车登记的条件、程序、需提交的材料和申请表示范文本等向社会公布，并采取增设登记办理点、优化办理程序和材料以及网上办理等方式，为公众办理电动车登记提供便利。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第十五条,本办法第十三条第二款规定的电动车经公安机关交通管理部门登记后取得有效牌证后，方可上道路行驶。本办法第十三条第三款规定的电动车仅限于封闭的场站、旅游风景区、综合社区、步行街、游乐场所等限定区域使用，不得上道路行驶，并应当按照安全标准作业。新购电动自行车、残疾人电动轮椅车等车辆应当登记上牌的，驾驶人可以持购车凭证在购车后十五日内临时通行。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第十六条,驾驶已经登记上牌的电动车上道路行驶的，应当按照规定在车辆指定位置安装电动车号牌，并保持号牌清晰、完好，不得有故意遮挡、污损、倒挂等影响号牌识别的行为。禁止使用伪造、变造和其他车辆的电动车号牌。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第十七条,驾驶电动自行车、残疾人电动轮椅车，应当年满十六周岁。驾驶电动摩托车，应当取得相应准驾车型的机动车驾驶证。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第十八条,倡导电动自行车驾乘人员佩戴安全头盔；电动摩托车驾乘人员应当按照规定佩戴安全头盔。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第十九条,驾驶电动车上道路行驶，应当遵守下列规定：（一）按照交通信号指示通行；（二）按照规定车道通行；（三）遵守通行路段、通行时间的管理规定；（四）因受阻不能正常行驶时，在可以通行和确保安全的情况下，可以临时借用相邻的车道行驶，待受阻情况消除后立即返回规定车道行驶；（五）转弯时让直行车辆和行人优先通行，并提前示意；（六）行经人行横道时减速慢行，遇行人正在通过人行横道的，停车让行；电动自行车从人行横道横过机动车道，应当下车推行；（七）在夜间或者遇有雾、雨、雪、沙尘、冰雹等低能见度情况下行驶时，开启照明装置；（八）法律、法规、规章规定应当遵守的其他事项。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第二十条,驾驶电动车不得有下列行为：（一）驾驶具有安全隐患的电动车；（二）逆向行驶；（三）醉酒驾驶电动自行车、残疾人电动轮椅车，酒后驾驶其他电动车；（四）牵引动物及其他载人载物装置等影响安全驾驶性能的行为；（五）从事载客营运；（六）实施以手持方式拨打接听电话、浏览电子设备等妨碍安全驾驶的行为；（七）超过规定或者限速标志标明的最高时速行驶；（八）法律、法规禁止的其他行为。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第二十一条,电动车载人载物应当遵守下列规定：（一）驾驶电动自行车可以搭载一名十二周岁以下的未成年人；搭载学龄前儿童的，应当使用安全座椅；（二）十六周岁以上的未成年人驾驶电动自行车，不得搭载人员；（三）不得违反装载规定载物；（四）法律、法规、规章规定应当遵守的其他事项。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第二十二条,公安机关根据道路通行情况，可以在一定时间一定路段对电动车采取疏导、限制通行、禁止通行等交通管理措施，并提前向社会公告。保障涉及公共利益的特殊行业的电动车依法通行。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第二十三条,鼓励电动车所有人投保电动车第三者责任保险、人身伤害保险和财产损失保险。鼓励和支持邮政快递、外卖、环卫等行业企业为电动车驾驶人购买人身意外伤害保险、车辆第三者责任保险。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第二十四条,电动车应当在规定的停放点有序停放；未设置停放点的，应当停放在不妨碍其他车辆和行人通行的地点。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第二十五条,车站、医院、学校、商场、展览馆、体育场馆、公园等公共建筑、公共场所建设单位应当按照有关规定和标准，配套规划、建设电动车公共停车设施。鼓励机关、企事业单位、社会组织根据需要新建、改建、扩建电动车集中停放场所及充电设施。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第二十六条,市住房城乡建设管理部门应当会同市自然资源和规划部门、市消防救援机构组织制定本市住宅小区电动车集中停放场所及充电设施配套建设标准。新建、改建、扩建住宅小区，应当按照有关标准，规划和配套建设电动车集中停放场所及充电设施。具备条件的住宅小区应当根据实际情况建设电动车集中停放场所及充电设施，改造优化通行道路。电动车集中停放场所及充电设施应当独立设置，并与高层民用建筑保持安全距离；确需设置在高层民用建筑内的，应当与该建筑的其他部分进行防火分隔。电动车集中停放场所及充电设施应当配备必要的消防器材，充电设施应当具备充满自动断电功能。鼓励业主大会或者业主委员会通过制定住宅小区管理规约等，引导业主使用电动车集中停放场所及充电设施停放、充电。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第二十七条,电动车停放、充电时，不得有下列行为：（一）在民用建筑的公共门厅、疏散通道、楼梯间、安全出口等公共区域停放或者充电；（二）违反用电安全要求私拉电线和插座充电；（三）圈占、遮挡消火栓或者占用防火间距；（四）占用、堵塞、封闭消防通道、疏散通道、安全出口、消防车通道等专用通道；（五）其他违反消防安全规定的行为。电动车应当避免在室内停放、充电。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第二十八条,禁止电动车进入载人电梯。鼓励住宅小区推广应用物联网和智能化技术手段对电动车进入电梯进行监控和预警。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第二十九条,公共建筑、公共场所和居民住宅区的管理单位应当对管理区域内电动车停放、充电实施消防安全管理，加强防火检查和夜间巡查，及时劝阻和制止在公共区域违规停放、充电的行为；对不听劝阻、制止的，可以向负有消防监督管理职责的部门报告。聘请物业服务企业的，应当在服务合同中约定电动车消防安全服务的具体内容，物业服务企业应当根据物业服务合同约定落实消防安全责任；未聘请物业服务企业的，由管理单位落实管理责任；没有管理单位的，村民委员会、居民委员会应当确定消防安全管理人，组织制定防火安全公约，进行电动车停放、充电消防安全检查。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第三十条,市、县（市）区人民政府应当将电动车管理工作所需经费列入本级财政预算。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第三十一条,市、县（市）区人民政府应当组织有关部门科学规划城乡道路，配套完善交通设施，合理利用道路资源，提高道路通行能力，为电动车有序通行创造条件。城市管理部门应当会同公安机关交通管理部门根据实际情况合理设置电动车停放点。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第三十二条,市、县（市）区人民政府应当推动新建、改建、扩建电动车集中停放场所及充电设施。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第三十三条,消防救援机构、公安派出所、镇人民政府、街道办事处等负有消防监督管理职责的单位应当依法开展消防安全检查，督促、指导有关单位落实消防安全措施；发现火灾隐患的，应当督促有关单位或者个人立即采取措施消除隐患。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第三十四条,鼓励单位和个人投诉举报与电动车有关的违法行为。公安机关、市场监管、应急管理、城市管理、住房和城乡建设、消防救援等部门和机构应当向社会公布接受投诉举报的方式，对受理的投诉举报及时调查处理并将处理结果反馈投诉举报人。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第三十五条,鼓励社会公众依法参与电动车安全管理志愿服务，协助做好电动车安全管理法律、法规宣传和违法行为劝导、制止等工作。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第三十六条,公安机关、商务、市场监管、经济和信息化、交通运输、邮政管理、城市管理、消防救援等部门和机构应当建立信息共享和协作机制，通过信息通报、联合执法、案件移送等方式，加强电动车安全管理。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第三十七条,驾驶人违反本办法第十五条第一款，驾驶未经登记的电动自行车、残疾人电动轮椅车上道路行驶的，由公安机关交通管理部门按照《安徽省道路交通安全管理规定》有关规定予以处罚。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第三十八条,违反本办法第十六条规定，驾驶电动车上道路行驶的，由公安机关交通管理部门按照《中华人民共和国道路交通安全法》《安徽省道路交通安全管理规定》有关规定予以处罚。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第三十九条,违反本办法第十八条规定，电动摩托车驾驶人和两轮电动摩托车乘坐人未按规定佩戴安全头盔的，由公安机关交通管理部门责令改正，按照《安徽省实施《中华人民共和国道路交通安全法》办法》有关规定予以处罚。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第四十条,违反本办法第十九条、第二十条规定通行的，由公安机关交通管理部门责令改正，按照《中华人民共和国道路交通安全法》《中华人民共和国道路交通安全法实施条例》和《安徽省实施《中华人民共和国道路交通安全法》办法》有关规定予以处罚。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第四十一条,违反本办法第二十一条规定载人载物的，由公安机关交通管理部门责令改正，按照《安徽省实施《中华人民共和国道路交通安全法》办法》《安徽省道路交通安全管理规定》有关规定予以处罚。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第四十二条,违反本办法第二十七条第一款规定，由消防救援机构责令改正，按照《中华人民共和国消防法》《安徽省消防条例》《高层民用建筑消防安全管理规定》有关规定予以处理。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第四十三条,对于违法行为轻微并及时改正，没有造成危害后果的，不予行政处罚；对于初次违法且危害后果轻微并及时改正的，可以不予行政处罚。对于当事人有证据足以证明没有主观过错的，不予行政处罚。法律、行政法规另有规定的，从其规定。对于当事人的违法行为依法不予行政处罚的，有关部门和机构应当对当事人进行教育，督促其自觉遵守法律、法规和规章规定。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第四十四条,违反本办法规定，负有电动车管理职责的相关行政管理部门及其工作人员不依法履行职责的，由有权机关依法给予处分。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第四十五条,违反本办法规定的行为，法律、法规已有处罚规定的，从其规定；构成犯罪的，依法追究刑事责任。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第四十六条,已经领取临时通行标志的电动车，在临时通行标志的有效期限内可以上道路行驶。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第四十七条,本办法所称的涉及公共利益的特殊行业，由市公安机关交通管理部门会同相关部门根据实际情况确定，经市政府审定后发布。,无对应案由,,,,,,,,,
芜湖市电动车安全管理办法第四十八条,本办法自2022年3月1日起施行。,无对应案由,,,,,,,,,
