fullClauseName,text,cause_of_action_1
安徽省计算机信息系统安全保护办法第十九条,未经省公安厅或者公安部计算机安全监察机构批准，任何单位和个人不得从事下列活动：（一）收集、保存计算机病毒；（二）公开发布计算机病毒疫情消息。,无对应案由
安徽省计算机信息系统安全保护办法第二十条,计算机信息系统使用单位和个人发现危害计算机信息系统违法犯罪活动的，应当在24小时内报告当地公安机关，并保护现场和相关资料。,无对应案由
安徽省计算机信息系统安全保护办法第二十一条,计算机信息系统国际联网实行备案制定。计算机信息系统使用单位和个人在接入单位办理入网手续时，应当填写由公安部监制的用户备案表。互联单位、接人单位、使用计算机信息网络国际联网的法人和其他组织（包括跨省、自治区、直辖市联网的单位和所属的分支机构，下同），应当自网络正式联通之日起30日内，到省公安厅指定的受理机关办理备案手续。互联单位、接人单位、使用计算机信息网络国际联网的法人和其他组织，负责将接入本网络的接入单位、用户情况报当地公安机关备案，并报告本网络中接入单位、用户的变更情况。,无对应案由
安徽省计算机信息系统安全保护办法第二十二条,计算机信息系统安全专用产品进入市场销售，实行许可证制度。计算机信息系统安全专用产品生产者在其产品进入市场销售之前，应当依照国家有关规定，向公安部计算机安全监察机构申领《计算机信息系统安全专用产品销售许可证》。,无对应案由
安徽省计算机信息系统安全保护办法第二十三条,从事计算机硬件、软件制造、销售、出租、维修等经营活动的单位和个人，发现计算机病毒等破坏性程序和其他有害数据的，应当在24小时内报告当地公安机关。,无对应案由
安徽省计算机信息系统安全保护办法第二十四条,计算机知识教育和计算机知识考核，应当有计算机信息系统安全保护法律、法规和安全保护基础知识的内容。,无对应案由
安徽省计算机信息系统安全保护办法第二十五条,运输、携带、邮寄计算机信息媒体进出境的，必须如实向海关申报。必要时，公安机关可协助海关对进出境的计算信息媒体进行安全检测。,无对应案由
安徽省计算机信息系统安全保护办法第二十六条,有下列行为之一的，处以警告或者2个月以内的停机整顿：（一）接到公安机关要求改进安全状况的通知后，在限期内拒不改进的；（二）未将计算机信息系统处理的信息的种类和性质向公安机关报告，或者未按确定的安全等采取相应的安全保护措施的；（三）发现危害计算机信息系统违法犯罪活动，或者发现经营的计算机硬件、软件含计算机病毒等破坏性程序和其他有害数据，未按规定的时间报告的；（四）违反计算机信息系统国际联网备案制度的。,无对应案由
安徽省计算机信息系统安全保护办法第二十七条,违反第十七条规定的，由公安机关会同有关单位处理。,无对应案由
安徽省计算机信息系统安全保护办法第二十八条,违反本办法第十八条规定的，处以警告，有违法所得的，没收违法所得，对个人处以1000元至5000元的罚款，对单位处以3000元至15000元的罚款。,无对应案由
安徽省计算机信息系统安全保护办法第二十九条,违反本办法第二十二条规定，处以500元以下的罚款。,无对应案由
安徽省计算机信息系统安全保护办法第三十条,违反本办法第二十二条规定的，处以警告，或者对个人处以1000元至5000元的罚款，对单位处以3000元至15000元的罚款；有违法所得的，没收违法所得，可并处违法所得1至3倍的罚款。,无对应案由
安徽省计算机信息系统安全保护办法第三十一条,运输、携带、邮寄计算机信息媒体进出境，不如实向海关申报的，由海关依照《中华人民共和国海关法》和有关法律、法规的规定进行处理。,无对应案由
安徽省计算机信息系统安全保护办法第三十二条,违反本办法，触犯其他有关法律、法规的，依照有关法律、法规和规定处理；构成犯罪的，依法追究刑事责任。,无对应案由
安徽省计算机信息系统安全保护办法第三十三条,当事人对依照本办法作出的行政处罚不服的，可以依法申请行政复议或者提起行政诉讼。,无对应案由
安徽省计算机信息系统安全保护办法第三十四条,国家工作人员在指导、监督计算机信息系统安全保护工作中滥用职权、徇私舞弊、玩忽职守的，依法给予行政处分；构成犯罪的，依法追究刑事责任。,无对应案由
安徽省计算机信息系统安全保护办法第三十五条,本办法下列用语的含义为：计算机病毒，是指编制的或者在计算机程序中插入的，破坏计算机功能或者毁坏数据，影响计算机使用，并能自我复制的一组计算机指令或者程序代码。有害数据，是指与计算机信息系统相关的，含有危害计算机信息系统安全运行的程序，或者对国家安全和社会公共安全构成危害或潜在威胁的数据。计算机信息媒体，是指可存储、携带计算机程序、数据和信息的计算机硬磁盘、软磁盘、光盘、磁带、磁卡、纸带、卡片、打印纸、芯片等。计算机信息系统安全专用产品，是指用于保护计算机信息系统安全的专用硬件和软件产品。,无对应案由
安徽省计算机信息系统安全保护办法第三十六条,本办法自1999年1月1日起施行。,无对应案由
