fullClauseName,text,cause_of_action_1,cause_of_action_2,cause_of_action_3,cause_of_action_4,cause_of_action_5,cause_of_action_6,cause_of_action_7,cause_of_action_8,cause_of_action_9,cause_of_action_10
安徽省知识产权保护办法第十三条,鼓励中国（安徽）自由贸易试验区、合芜蚌国家自主创新示范区等创新知识产权保护体制机制和相关措施，探索建设国家知识产权保护示范区，建立完备、便捷、高效的知识产权保护联动体系。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第十四条,建立健全区域知识产权保护合作机制，加强区域知识产权快速维权工作，完善案件受理移送、联合调查、证据互认等工作机制，实现知识产权执法互助、监管互动、信息互通、经验互鉴。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第十五条,知识产权管理部门应当引导自然人、法人和非法人组织通过著作权登记、专利申请、商标注册、地理标志申请、植物新品种申请等方式，维护自身合法权益。知识产权管理部门应当依法处理非正常专利申请、商标恶意注册和其他知识产权违法行为。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第十六条,省市场监督管理（知识产权）部门应当建立健全商标保护名录制度，将本省享有较高知名度、具有较大市场影响力、容易被侵权假冒的注册商标，纳入重点保护范围。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第十七条,省著作权主管部门应当根据国家有关部门发布的重点作品著作权保护预警名单，对本省主要网络服务商发出预警提示，加强对侵权行为的监测。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第十八条,县级以上人民政府市场监督管理（知识产权）部门应当加强商业秘密保护的普法宣传，引导经营者以及其他自然人、法人和非法人组织增强商业秘密管理意识，合理选择保护方式，防止商业秘密泄露。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第十九条,县级以上人民政府农业农村、林业主管部门应当加强植物新品种保护力度，依法查处假冒授权品种和侵犯植物新品种权违法行为，依申请调解侵权纠纷。,无对应案由,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 植物新品种权权属、侵权纠纷 > 侵害植物新品种权纠纷,,,,,,,,
安徽省知识产权保护办法第二十条,县级以上人民政府应当加强对地理标志的保护，建立健全地理标志特色质量体系、技术标准体系、检验检测体系，规范地理标志的使用、管理和保护，强化地理标志公共品牌建设，发挥地理标志品牌效应。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第二十一条,知识产权管理部门应当会同其他相关部门为中医药、老字号、非物质文化遗产、遗传资源、传统知识、民间文艺等领域的知识产权保护提供指导、咨询、信息等服务。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第二十二条,知识产权管理部门应当根据知识产权保护工作的需要，采取有力措施，加大大数据、人工智能、基因技术等新领域新业态知识产权保护力度。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第二十三条,知识产权管理部门应当与公安机关建立执法协作机制，健全跨部门、跨区域知识产权案件的信息通报、源头追溯、数据交换和案件移送等制度，提高案件线索发现和处置能力。知识产权管理部门应当与公安机关联合开展视听作品、电商平台、在线教育、网络游戏、邮递等领域的知识产权保护专项行动。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第二十四条,建立和完善知识产权保护行政执法和司法保护衔接机制，推动行政机关和司法机关在违法线索、监测数据、典型案例等方面的信息互通共享，加强处理知识产权违法案件的分工负责、案件移送及互相配合。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第二十五条,县级以上人民政府可以在有条件的重点产业、优势产业集聚区，建立知识产权保护中心和知识产权快速维权中心，开展快速审查、快速确权、快速维权相联动的协同保护工作。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第二十六条,知识产权管理部门应当加强与电子商务平台经营者、行业组织、社会专业机构等合作，借助大数据、人工智能等新技术，在涉案线索和信息核查、重点商品流向追踪、重点作品网络传播、知识产权权利转移、侵权监测与识别、取证与存证、专业化纠纷解决等方面，推动知识产权治理创新。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第二十七条,县级以上市场监督管理（知识产权）等部门应当公开知识产权纠纷行政裁决受理范围、办理程序，根据当事人请求依法作出行政裁决。县级以上市场监督管理（知识产权）等部门对知识产权纠纷作出行政裁决前，可以根据当事人自愿的原则，先行调解，调解不成的，应当及时作出行政裁决。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第二十八条,县级以上人民政府及有关部门应当建立和完善知识产权维权援助机制，制定维权援助服务规范和工作指南，加大对高等院校、科研机构、企业等重点对象的维权援助，加强企业海外知识产权维权援助工作。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第二十九条,县级以上人民政府应当依法建立知识产权信用评价、诚信公示和失信联合惩戒机制。县级以上人民政府及有关部门在开展与知识产权相关的政府投资项目审批、政府采购和招标投标、政府资金扶持、表彰奖励等行政管理活动时，应当查询相关自然人、法人和非法人组织的知识产权公共信用状况，并依法处置。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第三十条,探索建立知识产权技术调查官制度。知识产权管理部门可按照国家规定，根据需要选聘相关领域专家担任技术调查官，为知识产权行政执法活动提供专业技术支持，履行下列职责：（一）对技术事实调查范围、顺序、方法等提出意见；（二）参与调查取证，并对其方法、步骤和注意事项等提出意见；（三）出具技术调查意见；（四）完成其他相关工作。技术调查官选聘管理的具体办法，由省人民政府另行制定。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第三十一条,知识产权管理部门应当加强对行业组织、高等院校、科研机构、企业等单位的知识产权管理指引，提升全社会知识产权保护意识。行业组织应当加强行业自律自治，建立健全知识产权维权保护规范，开展知识产权纠纷调解工作，对侵犯他人知识产权的会员进行规劝惩戒。支持行业组织依法提起知识产权公益诉讼。高等院校、科研机构、企业等单位应当建立健全知识产权管理和保护制度，提高保护意识，强化保护措施，增强自我保护能力。鼓励新闻媒体开展知识产权保护的公益宣传和舆论监督。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第三十二条,知识产权服务机构应当加强规范化管理，提升服务能级，提高服务质量，发挥桥梁纽带作用，增强服务对象的知识产权保护能力。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第三十三条,鼓励和支持具备专业知识、技能的志愿者、志愿服务组织依法提供知识产权志愿服务。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第三十五条,电子商务平台经营者应当建立知识产权保护内部管理机制和侵权投诉快速处理机制，及时处理相关知识产权纠纷，配合知识产权管理部门处理知识产权纠纷和查处违法行为，维护知识产权权利人的合法权益。电子商务平台经营者应当履行知识产权保护义务，知道或者应当知道平台内经营者侵犯知识产权的，应当依法采取删除、屏蔽、断开链接、终止交易和服务等必要措施。,无对应案由,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 确认不侵害知识产权纠纷 > 确认不侵害专利权纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 确认不侵害知识产权纠纷 > 确认不侵害商标权纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 确认不侵害知识产权纠纷 > 确认不侵害著作权纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 确认不侵害知识产权纠纷 > 确认不侵害计算机软件著作权纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 确认不侵害知识产权纠纷 > 确认不侵害集成电路布图设计专用权纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 确认不侵害知识产权纠纷 > 确认不侵害植物新品种权纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 因申请知识产权临时措施损害责任纠纷 > 因申请诉前停止侵害专利权损害责任纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 因申请知识产权临时措施损害责任纠纷 > 因申请诉前停止侵害注册商标专用权损害责任纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 因申请知识产权临时措施损害责任纠纷 > 因申请诉前停止侵害著作权损害责任纠纷
安徽省知识产权保护办法第三十七条,建立和完善知识产权纠纷多元化解机制，促进知识产权行政裁决、调解、仲裁、诉讼等纠纷解决途径的有效衔接，保护当事人合法权益，维护公平竞争的市场秩序。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第三十八条,支持仲裁机构依法开展知识产权纠纷仲裁。鼓励仲裁机构加强知识产权仲裁专业化建设，广泛吸纳知识产权专业人才参与仲裁工作。支持境外知名仲裁及争议解决机构在本省依法开展知识产权仲裁业务。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第三十九条,鼓励行业组织、知识产权服务机构、国际贸易促进机构等依法成立行业性、专业性调解组织。支持各类调解组织开展知识产权纠纷调解工作，提供便捷、高效的知识产权调解服务，引导当事人通过调解方式，解决知识产权纠纷。知识产权管理部门、司法行政部门应当对调解组织开展知识产权纠纷调解提供必要的指导和支持，并加强与人民法院的协调和配合，提高调解工作的质量和效率。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第四十二条,知识产权管理部门应当采取有效措施，推进知识产权市场化运营，促进科研成果转化，强化知识产权示范引领，推动高质量发展。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第四十三条,县级以上人民政府应当把知识产权人才纳入人才引进、培养计划。鼓励和支持高等院校将知识产权知识纳入课程教育体系。鼓励有条件的高等院校设立知识产权专业、开设知识产权课程，设立知识产权教育和科研平台，培养知识产权专业人才。鼓励和支持高等院校、科研机构、企业通过市场化机制引进国内外高层次知识产权人才。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第四十四条,鼓励银行业金融机构创新知识产权质押融资服务模式。支持保险机构开展知识产权质押融资保证保险、知识产权侵权责任险、专利执行险、专利被侵权损失险及其组合险等保险业务，为化解知识产权领域创造创新、转化运用、交易运营、保护维权等风险提供保障。鼓励发行知识产权资产证券化产品，支持企业将其拥有的知识产权或者其衍生债权通过证券交易所发行可流通证券进行融资。鼓励和支持创业投资、担保机构、中介服务机构对自主知识产权产业化项目进行风险投资、提供融资担保、融资推荐、价值评估。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第四十五条,鼓励设立知识产权投资运营等基金，用于支持知识产权转化运用，加速知识产权产业化进程。鼓励企业加大资金投入，并通过市场化方式设立知识产权保护维权互助基金，提升自我维权能力和水平。基金的设立及其资金使用，依照国家有关规定执行。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第四十六条,县级以上人民政府及有关部门结合地方实际，培育和发展知识产权服务业，引导建立专业化、社会化和网络化的知识产权服务体系，推动知识产权信息公共服务和市场化服务协调发展。倡导市场化服务机构向社会免费或者低成本提供知识产权公益性信息服务。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第四十七条,县级以上人民政府应当对知识产权保护和促进作出突出贡献的单位和个人，给予褒扬。倡导自然人、法人和非法人组织按照国家有关规定设立知识产权奖项，对知识产权保护和促进作出突出贡献的单位和个人给予奖励。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第四十八条,本办法自发布之日起施行。,无对应案由,,,,,,,,,
安徽省知识产权保护办法第三十四条,展会主办单位或者承办单位应当在展会举办期间依法保护知识产权。展会举办时间三天以上的，展会主办单位或者承办单位可以自行或者与仲裁机构、行业组织、知识产权服务机构等设立展会知识产权纠纷处理机构，在展会显著位置以及有关宣传资料上公布纠纷处理机构的联系方式、纠纷处理规则等信息。,知识产权与竞争纠纷 > 不正当竞争纠纷 > 侵害商业秘密纠纷 > 侵害经营秘密纠纷,知识产权与竞争纠纷 > 知识产权合同纠纷 > 特殊标志合同纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 侵害企业名称（商号）权纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 侵害商标权纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 侵害著作权权属、侵权纠纷 > 侵害作品信息网络传播权纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 侵害著作权权属、侵权纠纷 > 侵害作品展览权纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 专利权权属、侵权纠纷 > 侵害发明专利权纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 专利权权属、侵权纠纷 > 侵害实用新型专利权纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 专利权权属、侵权纠纷 > 侵害外观设计专利权纠纷,知识产权与竞争纠纷 > 不正当竞争纠纷 > 仿冒纠纷 > 擅自使用与他人有一定影响的商品名称、包装、装潢等相同或者近似的标识纠纷
安徽省知识产权保护办法第三十六条,鼓励经营者建立健全商业秘密管理制度，采取与涉密人员或合同相对方约定保密义务、签订竞业禁止协议以及对载有商业秘密的载体加密、加锁、反编译、标注保密标志等合理措施，保护商业秘密。,知识产权与竞争纠纷 > 不正当竞争纠纷 > 侵害商业秘密纠纷 > 侵害经营秘密纠纷,知识产权与竞争纠纷 > 不正当竞争纠纷 > 侵害商业秘密纠纷 > 侵害技术秘密纠纷,,,,,,,,
安徽省知识产权保护办法第四十条,鼓励公证机构创新公证证明和公证服务方式，依托电子签名、数据加密等技术，提供原创作品保护、知识产权维权取证等公证服务。鼓励公证机构跨区域异地协作，依法为跨区域知识产权保护提供公证服务。,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 确认不侵害知识产权纠纷 > 确认不侵害著作权纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 因申请知识产权临时措施损害责任纠纷 > 因申请诉前停止侵害著作权损害责任纠纷,知识产权与竞争纠纷 > 不正当竞争纠纷 > 侵害商业秘密纠纷 > 侵害技术秘密纠纷,知识产权与竞争纠纷 > 知识产权合同纠纷 > 著作权合同纠纷 > 委托创作合同纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 著作权权属、侵权纠纷 > 著作权权属纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 侵害计算机软件著作权纠纷,知识产权与竞争纠纷 > 知识产权合同纠纷 > 技术合同纠纷 > 技术服务合同纠纷,知识产权与竞争纠纷 > 知识产权合同纠纷 > 网络域名合同纠纷 > 网络域名注册合同纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 网络域名权属、侵权纠纷 > 网络域名权属纠纷,知识产权与竞争纠纷 > 知识产权权属、侵权纠纷 > 计算机软件著作权权属纠纷
安徽省知识产权保护办法第四十一条,推动建立知识产权合规性承诺制度。参加政府采购和招标投标、政府资金扶持、政府投资项目、表彰奖励评选等活动的，应当向有关主管部门提交未侵犯他人知识产权的书面承诺，并在签订协议时约定违背承诺的责任。鼓励自然人、法人和非法人组织在合同中约定知识产权合规性承诺的内容以及相应的违约责任。,知识产权与竞争纠纷 > 知识产权合同纠纷 > 特许经营合同纠纷,知识产权与竞争纠纷 > 知识产权合同纠纷 > 著作权合同纠纷 > 著作权转让合同纠纷,知识产权与竞争纠纷 > 知识产权合同纠纷 > 著作权合同纠纷 > 著作权许可使用合同纠纷,知识产权与竞争纠纷 > 知识产权合同纠纷 > 商标合同纠纷 > 商标权转让合同纠纷,知识产权与竞争纠纷 > 知识产权合同纠纷 > 商标合同纠纷 > 商标使用许可合同纠纷,知识产权与竞争纠纷 > 知识产权合同纠纷 > 专利合同纠纷 > 专利申请权转让合同纠纷,知识产权与竞争纠纷 > 知识产权合同纠纷 > 专利合同纠纷 > 专利权转让合同纠纷,知识产权与竞争纠纷 > 知识产权合同纠纷 > 专利合同纠纷 > 发明专利实施许可合同纠纷,知识产权与竞争纠纷 > 知识产权合同纠纷 > 专利合同纠纷 > 实用新型专利实施许可合同纠纷,知识产权与竞争纠纷 > 知识产权合同纠纷 > 专利合同纠纷 > 外观设计专利实施许可合同纠纷
