fullClauseName,text,cause_of_action_1,cause_of_action_2,cause_of_action_3,cause_of_action_4,cause_of_action_5,cause_of_action_6,cause_of_action_7,cause_of_action_8,cause_of_action_9,cause_of_action_10
马鞍山市住宅小区物业管理实施办法第十六条,筹备组成员、业主委员会成员应当认真履行职责，积极承担安排的工作任务，不得有下列行为：（一）本人、配偶及其直系亲属在本物业管理区域的物业服务企业任职或者投资入股；（二）擅自动用建筑物及其附属设施的维修资金、公共收益，或者侵占、挪用业主共有财物；（三）利用职务上的便利，索取或者非法收受物业服务企业、有利害关系的单位或者个人提供的利益，接受减免物业费或者其他费用；（四）泄露业主资料或者将业主资料用于与物业管理无关的活动；（五）违规使用业主大会或者业主委员会印章；（六）隐匿、篡改、毁弃或者拖延、拒绝提供有关资料；（七）其他损害业主共同利益或者妨碍公正履职的行为。业主委员会及委员有违反法律法规或损害全体业主利益行为的，业主可以向乡镇人民政府、街道办事处和县区物业管理行政主管部门投诉、举报，相关单位应当依法处理。,无对应案由,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第十七条,业主委员会未按时召开业主大会定期会议、临时会议，乡镇人民政府、街道办事处依职权或根据业主的书面要求，督促业主委员会限期召开。逾期未召开的，乡镇人民政府、街道办事处应当组织召开。,无对应案由,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第十八条,市物业管理行政主管部门组织建设物业电子信息系统平台。鼓励业主大会或业主委员会通过电子信息系统平台或采用其他公开竞争的方式招聘物业服务企业。鼓励业主大会使用电子信息系统进行投票、决策。鼓励业主委员会、物业使用人通过电子信息系统，向全体业主公示、公开服务事项，收集业主意见建议。,无对应案由,合同、准合同纠纷 > 合同纠纷 > 物业服务合同纠纷,,,,,,,,
马鞍山市住宅小区物业管理实施办法第二十条,持有百分之二十以上投票权数的业主对业主委员会工作经费收支情况有异议的，可以委托有资质的专业机构进行审计，相关费用从业主委员会工作经费中列支。审计结果应当在显著位置公示。,无对应案由,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第二十五条,建设单位自确定中标物业服务企业之日起15日内，报送下列材料到市、县物业管理行政主管部门备案：（一）与物业服务有关的项目开发建设审批件；（二）招标文件、公告或者招标邀请书；（三）开标、评标过程；（四）中标人确定的方式及理由、评标委员会的评标报告；（五）中标人的投标文件；（六）委托代理招标的，附招标代理委托合同。,无对应案由,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第二十六条,自然资源和规划部门应当按照《安徽省物业管理条例》规定要求，在建设用地出让条件中，明确物业服务用房和经营性用房的配置要求。物业服务用房的配置应当征求物业管理行政主管部门意见，按照有利于实施物业管理的原则，在地面以上不超过三层，独立、集中配置。,无对应案由,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第二十九条,从事物业服务的企业应当具有独立法人资格。企业登记主管部门应当在物业服务企业核准登记之日起3日内，将企业信息共享给同级物业管理行政主管部门。,无对应案由,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第三十五条,鼓励建设单位在电梯轿厢加装电动自行车感应器，阻止其进入电梯厢。物业服务企业加装的，查验合格后，加装费用可以从公共收益中列支。,无对应案由,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第三十八条,物业管理区域内禁止下列行为：（一）违反法律、法规和管理规约，以及未经有利害关系的业主同意，擅自将住宅改变为经营性用房的；（二）将没有防水要求的房间、阳台改为卫生间、厨房，将卫生间改在下层住户的卧室、起居室（客厅）、书房和厨房的上方；（三）高空抛物；（四）发出超过规定标准的噪声或者影响邻居采光、通风；（五）侵占、堵塞、破坏人防工程及其出入口，擅自拆除人防通信、警报设施设备；（六）在不符合消防安全条件的室内，公共楼梯间、走道等停放电动车或者为其充电；（七）在疏散通道、安全出口、楼梯间等堆放杂物，影响通行；（八）不遵守传染病防治等规定，妨碍社区和物业服务企业按规定实施的防控工作；（九）法律、法规、规章和管理规约禁止的其他行为。,无对应案由,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第四十三条,物业出现质量问题的，物业服务企业及时通知建设单位，建设单位应当按照规定承担保修责任，立即组织核查、保修。建设单位不履行或者拖延履行的，物业服务企业、业主可以向建设主管部门反映，建设主管部门应当依法处置。,无对应案由,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第四十七条,违反本办法第十六条规定，筹备组成员、业主委员会成员实施相关禁止行为的，由物业管理行政主管部门责令改正，没收违法所得，并处一千元以上五千元以下的罚款。,无对应案由,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第四十八条,违反本办法第三十二条规定，物业服务企业未按照规定公示信息的，由物业管理行政主管部门责令改正；逾期未改正的，处五千元以上二万元以下罚款。,无对应案由,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第四十九条,违反本办法第三十八条第（一）（二）项规定的，由业主委员会、物业服务企业协调处理；协调不成的，由物业管理行政主管部门责令限期改正、恢复原状；情节严重的，可处以五千元以上二万元以下罚款。违反第三十八条其他规定的，业主委员会、物业服务企业应当及时劝阻、制止，并报告相关职能部门依法处理。,无对应案由,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第五十条,法律、法规另有规定的，从其规定。,无对应案由,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第五十一条,业主自行管理的，参照本办法有关规定执行。,无对应案由,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第五十二条,本办法自2023年3月1日起施行。,无对应案由,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第九条,业主转让物业时，应结清物业服务费。未结清的，应当对物业服务费的支付作出约定，并告知物业服务企业。业主按照法律法规以及管理规约行使权利、履行义务，配合物业服务企业依法实施的应急处置措施和其他管理措施。,合同、准合同纠纷 > 合同纠纷 > 物业服务合同纠纷,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第十条,符合业主大会成立条件的，物业所在地乡镇人民政府、街道办事处应当在收到建设单位、前期物业服务企业或者业主书面申请之日起45日内，会同所在地县区（园区）物业管理行政主管部门，指导、协助业主成立业主大会筹备组。暂不具备业主大会成立条件的，乡镇人民政府、街道办事处应当组织成立物业管理委员会，行使业主委员会职责。,合同、准合同纠纷 > 合同纠纷 > 物业服务合同纠纷,物权纠纷 > 所有权纠纷 > 建筑物区分所有权纠纷 > 业主共有权纠纷,物权纠纷 > 所有权纠纷 > 业主撤销权纠纷,物权纠纷 > 所有权纠纷 > 业主知情权纠纷,,,,,,
马鞍山市住宅小区物业管理实施办法第二十二条,建设单位承担首次业主大会会议的工作经费，并提供人力、场地支持。工作经费应一次性交由所在地乡镇人民政府、街道办事处代管，专款专用，结余转为小区公共收益。会议工作经费标准由市物业管理行政主管部门另行规定。,合同、准合同纠纷 > 合同纠纷 > 物业服务合同纠纷,物权纠纷 > 所有权纠纷 > 建筑物区分所有权纠纷 > 业主共有权纠纷,物权纠纷 > 所有权纠纷 > 业主撤销权纠纷,物权纠纷 > 所有权纠纷 > 业主知情权纠纷,,,,,,
马鞍山市住宅小区物业管理实施办法第二十四条,建设单位在市、县物业管理行政主管部门的指导下，通过政府公共资源交易平台或者其他公开招投标的方式选聘物业服务企业，签订前期物业服务合同。,合同、准合同纠纷 > 合同纠纷 > 物业服务合同纠纷,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第二十七条,新建物业在出售前，建设单位应当将物业管理区域划定方案报市、县物业管理行政主管部门备案。划定方案包括物业管理区域、物业用房、设施设备维护管理责任划分等。已划分的物业管理区域，确需调整的，由县区物业管理行政主管部门会同乡镇人民政府、街道办事处听取业主意见后决定，并在显著位置公告。,合同、准合同纠纷 > 合同纠纷 > 物业服务合同纠纷,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第二十八条,前期物业服务费用，房屋交付之前由建设单位承担，房屋交付的次月至前期物业服务合同终止当月的费用，由业主按照合同约定的标准承担。房屋保修期内，因质量问题进行维修，影响正常居住的，期间物业服务费由建设单位承担。,合同、准合同纠纷 > 合同纠纷 > 物业服务合同纠纷,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第三十条,业主委员会参照物业管理行政主管部门制定的示范文本，与业主大会选聘的物业服务企业签订合同，合同应包括下列内容：（一）物业的基本情况；（二）委托方、受托方的权利义务；（三）物业服务事项、标准；（四）物业服务费标准、收取办法；（五）物业的维修、养护要求；（六）环境卫生的维护，生活垃圾分类投放及收集要求；（七）公共秩序维护、安全防范等事项的协助服务；（八）合同的期限、变更和解除；（九）合同终止时物业资料、财物的移交方式；（十）物业服务用房的使用；（十一）住宅专项维修资金的管理使用；（十二）违约责任及解决纠纷的途径；（十三）物业经营性用房收益等公共收益的分配；（十四）其他。物业服务企业应当严格按照服务规范、标准以及合同要求，提供物业服务。,合同、准合同纠纷 > 合同纠纷 > 物业服务合同纠纷,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第三十一条,支持建立物业服务第三方评估制度。业主、业主大会、建设单位、物业服务企业可以委托评估机构对物业承接、查验、物业服务标准和费用、专项维修资金使用、物业服务质量等进行评估，作为履职履约的依据。,合同、准合同纠纷 > 合同纠纷 > 物业服务合同纠纷,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第三十二条,物业服务企业应当在显著位置设置公示栏，公开包括但不限于下列事项：（一）物业服务企业的营业执照、项目负责人基本情况、联系方式以及物业服务投诉电话；（二）物业服务内容、标准，收费项目、标准等；（三）电梯、消防、监控、人防等专项设施设备的日常维修保养单位名称、资质、联系方式、应急处置方案等；（四）上年度物业服务合同履行、服务项目收支情况、本年度物业服务项目收支预算；（五）公共水电费用分摊情况、物业管理费使用情况；（六）物业经营性用房收益等单独列账的公共收益收支情况；（七）法律、法规、规章、管理规约和业主大会要求公示的其他事项。业主对公示内容提出异议的，物业服务企业应当予以答复。,合同、准合同纠纷 > 合同纠纷 > 物业服务合同纠纷,物权纠纷 > 所有权纠纷 > 业主知情权纠纷,,,,,,,,
马鞍山市住宅小区物业管理实施办法第三十三条,物业服务合同期满，业主大会没有作出解聘决定，物业服务企业按照原合同继续提供服务的，物业服务合同自动延续至业主大会决定终止时，并在新的物业服务企业选聘后十五日内退出。物业服务企业退出物业服务的，应当向业主委员会或者代管单位移交相关档案资料、财物。不得以业主欠交物业服务费等为由拒绝办理交接。,合同、准合同纠纷 > 合同纠纷 > 物业服务合同纠纷,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第三十四条,业主应当按照约定交纳物业服务费，未按照约定交纳服务费的，物业服务企业、业主委员会可以依法催交。低保户家庭物业服务费由县、区人民政府列入财政预算，由物业服务企业向乡镇人民政府、街道办事处申请。,合同、准合同纠纷 > 合同纠纷 > 物业服务合同纠纷,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第三十六条,物业服务企业应当履行以下义务：（一）对物业服务区域内违反治安、环保、消防、人防等法律法规的行为，及时采取合理措施制止，报告相关主管部门并协助处理；（二）积极配合、执行相关部门依法实施的应急处置措施和其他管理措施；（三）配合开展社区服务和社区文化活动；（四）听取业主、物业使用人对物业服务的意见、建议，及时处理投诉，改进物业服务；（五）法律、法规、规章等规定的其他事项。,合同、准合同纠纷 > 合同纠纷 > 物业服务合同纠纷,侵权责任纠纷 > 侵权责任纠纷 > 违反安全保障义务责任纠纷 > 经营场所、公共场所的经营者、管理者责任纠纷,,,,,,,,
马鞍山市住宅小区物业管理实施办法第三十七条,新物业服务企业承接物业时，应当与业主委员会共同对物业共用部位、共用设施设备进行查验，制作查验记录，记录项目名称、时间、内容、存在的问题、查验结论等，由查验人共同签字。,合同、准合同纠纷 > 合同纠纷 > 物业服务合同纠纷,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第四十条,业主出租物业的，应当将管理规约内容等事项告知承租人，对物业服务费用交纳进行约定，并在租赁合同签订之日起15日内，将租赁情况告知物业服务企业和业主委员会。,合同、准合同纠纷 > 合同纠纷 > 物业服务合同纠纷,合同、准合同纠纷 > 合同纠纷 > 租赁合同纠纷 > 房屋租赁合同纠纷,,,,,,,,
马鞍山市住宅小区物业管理实施办法第四十一条,业主应当按照规定交存物业专项维修资金，物业专项维修资金属于业主所有，物业服务企业或相关业主按照有关规定要求申请使用。,合同、准合同纠纷 > 合同纠纷 > 物业服务合同纠纷,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第四十二条,鼓励业主委员会、业主利用公共停车位建设相对集中的公共充电基础设施，加装电梯，但应当征求相关区域业主意见，不得侵犯其他利益人合法权利。物业服务企业应当积极配合，提供相关图纸资料，协助现场勘查、施工。,合同、准合同纠纷 > 合同纠纷 > 物业服务合同纠纷,物权纠纷 > 所有权纠纷 > 建筑物区分所有权纠纷 > 业主共有权纠纷,物权纠纷 > 所有权纠纷 > 相邻关系纠纷 > 相邻损害防免关系纠纷,,,,,,,
马鞍山市住宅小区物业管理实施办法第四十四条,物业服务企业应当建立健全共用部位、共用设施设备的管理养护制度，加强日常检查、维护、保养，做好记录，接受监督检查。应当为人防通信、警报等应急设施的安装提供方便，不得阻挠或设置障碍。物业服务企业或业主自行管理的，应当委托专业服务机构对电梯、消防等有特定要求的设施设备，进行维修、养护，接受相关部门的监督。,合同、准合同纠纷 > 合同纠纷 > 物业服务合同纠纷,物权纠纷 > 所有权纠纷 > 建筑物区分所有权纠纷 > 业主共有权纠纷,侵权责任纠纷 > 侵权责任纠纷 > 违反安全保障义务责任纠纷 > 经营场所、公共场所的经营者、管理者责任纠纷,,,,,,,
马鞍山市住宅小区物业管理实施办法第十九条,业主委员会执行业主大会的决定事项，根据业主大会的决定使用印章，保管会议选票、表决票、委托书、统计结果等资料。业主委员会工作经费由全体业主承担，也可以从公共经营收益中列支。经费的筹集、使用、管理等事项，由业主大会决定并定期公开。,物权纠纷 > 所有权纠纷 > 建筑物区分所有权纠纷 > 业主共有权纠纷,物权纠纷 > 所有权纠纷 > 业主撤销权纠纷,物权纠纷 > 所有权纠纷 > 业主知情权纠纷,,,,,,,
马鞍山市住宅小区物业管理实施办法第二十一条,业主委员会按照下列规定履行公示义务：（一）业主大会会议召开15日前，将会议时间、地点、议程等公示不少于15日，并书面告知乡镇人民政府、街道办事处；（二）业主大会会议的表决情况及统计结果，公示不少于30日，并书面告知乡镇人民政府、街道办事处；（三）业主委员会委员的姓名、联系方式、工作职责、任期等信息，公示至其任期届满；（四）业主委员会委员职务终止和候补委员递补情况，公示不少于30日；（五）业主委员会工作经费使用情况，按季度公示，时间不少于30日；（六）业主委员会作出的决定在3日内公示，时间不少于30日；（七）管理规约或业主大会规定的其他事项。业主委员会接受业主的监督，业主有权查阅所有档案资料。,物权纠纷 > 所有权纠纷 > 建筑物区分所有权纠纷 > 业主共有权纠纷,物权纠纷 > 所有权纠纷 > 业主撤销权纠纷,物权纠纷 > 所有权纠纷 > 业主知情权纠纷,,,,,,,
马鞍山市住宅小区物业管理实施办法第二十三条,专有部分面积占比三分之二以上且人数占比三分之二以上的业主参与表决，经参与表决专有部分面积过半且参与表决人数过半的业主同意，可以由业主自行管理。业主自行管理的，应当在乡镇人民政府、街道办事处指导下制定自行管理方案，明确管理事项、标准、费用和期限等内容，并将有关自行管理情况按季度公示。,物权纠纷 > 所有权纠纷 > 建筑物区分所有权纠纷 > 业主共有权纠纷,物权纠纷 > 所有权纠纷 > 业主撤销权纠纷,物权纠纷 > 所有权纠纷 > 业主知情权纠纷,物权纠纷 > 所有权纠纷 > 建筑物区分所有权纠纷 > 业主专有权纠纷,,,,,,
马鞍山市住宅小区物业管理实施办法第四十五条,物业管理区域内规划的停车位，应当优先满足本区域内业主、物业使用人的需要。物业管理区域内停车位尚有空余的，不得新辟规划以外的停车位。售租情况应当实时公布，不得只售不租。出售行为包含长期车位使用权的转让。经业主大会或者业主大会授权的业主委员会同意，可以利用共用部位、共用设施设备施划停车位或从事广告等经营性活动，但不得影响道路通行、妨碍特种车辆进入，不得侵犯其他相关利益人合法权利。,物权纠纷 > 所有权纠纷 > 建筑物区分所有权纠纷 > 业主共有权纠纷,物权纠纷 > 所有权纠纷 > 业主撤销权纠纷,物权纠纷 > 所有权纠纷 > 业主知情权纠纷,合同、准合同纠纷 > 合同纠纷 > 服务合同纠纷 > 物业服务合同纠纷,物权纠纷 > 用益物权纠纷 > 居住权纠纷,物权纠纷 > 用益物权纠纷 > 地役权纠纷,合同、准合同纠纷 > 合同纠纷 > 居住权合同纠纷,知识产权与竞争纠纷 > 不正当竞争纠纷 > 虚假宣传纠纷,合同、准合同纠纷 > 合同纠纷 > 租赁合同纠纷 > 车辆租赁合同纠纷,物权纠纷 > 所有权纠纷 > 建筑物区分所有权纠纷 > 车位纠纷
马鞍山市住宅小区物业管理实施办法第四十六条,利用建筑退让红线范围内的公共区域设置公共停车场，或者利用共用部位、共用设施设备从事相关经营性活动的，收益属于业主共有，收益的使用、管理等，由业主大会决定并定期公开。,物权纠纷 > 所有权纠纷 > 建筑物区分所有权纠纷 > 业主共有权纠纷,,,,,,,,,
马鞍山市住宅小区物业管理实施办法第三十九条,业主、物业使用人装修装饰物业的，应当提前告知物业服务企业，并与其签订装饰装修管理服务协议，在其指定的地点堆放建筑垃圾。物业使用人将装修装饰禁止行为和注意事项书面告知业主、物业使用人，或张贴在装修装饰物业入口处。,合同、准合同纠纷 > 合同纠纷 > 服务合同纠纷 > 物业服务合同纠纷,,,,,,,,,
